group	SYMBOL.Mm	Species
Liver	Aldh8a1	Mouse
Kidney	Aldh8a1	Mouse
Esophagus	Ephx3	Mouse
Liver	Gch1	Mouse
Brain	Cldn11	Mouse
Brain	Phyhipl	Mouse
Brain	Slc32a1	Mouse
Liver	Mbl1	Mouse
Liver	Adh4	Mouse
Liver	Mat1a	Mouse
Brain	Cpe	Mouse
Brain	Zfp365	Mouse
Brain	Sirpa	Mouse
Liver	Crp	Mouse
Stomach	Muc5ac	Mouse
Brain	Ccdc92	Mouse
Brain	Slc24a2	Mouse
Brain	Igsf8	Mouse
Kidney	Galnt11	Mouse
Liver	Hsd3b5	Mouse
Quadriceps	Prkab2	Mouse
Duodenum	Itln1	Mouse
Jejunum	Itln1	Mouse
Ileum	Itln1	Mouse
Liver	Tlcd2	Mouse
Kidney	Serpinf2	Mouse
Liver	Serpinf2	Mouse
Heart	Hrc	Mouse
Quadriceps	Hrc	Mouse
Liver	Bphl	Mouse
Kidney	Bphl	Mouse
Kidney	Pdzk1	Mouse
Brain	Gpr162	Mouse
Quadriceps	Hjv	Mouse
Brain	Srcin1	Mouse
Brain	Sv2a	Mouse
Kidney	Mfsd4b5	Mouse
Brain	Rgs4	Mouse
Esophagus	Atf5	Mouse
Liver	Atf5	Mouse
Brain	Reep2	Mouse
Heart	Pln	Mouse
Kidney	Atp6v0a4	Mouse
Kidney	Akr1d1	Mouse
Liver	Akr1d1	Mouse
Heart	Fsd2	Mouse
Quadriceps	Fsd2	Mouse
Esophagus	Mybpc2	Mouse
Quadriceps	Mybpc2	Mouse
Kidney	Aspdh	Mouse
Liver	Aspdh	Mouse
Brain	Shank1	Mouse
Liver	Elovl3	Mouse
Esophagus	Ephx1	Mouse
Liver	Ephx1	Mouse
Esophagus	Scgb3a2	Mouse
Kidney	Gcnt1	Mouse
Brain	Ppp1r9b	Mouse
Duodenum	Anpep	Mouse
Jejunum	Anpep	Mouse
Ileum	Anpep	Mouse
Esophagus	Cpa4	Mouse
Quadriceps	Nexn	Mouse
Heart	Nexn	Mouse
Brain	Nrn1	Mouse
Liver	Nrn1	Mouse
Liver	Orm1	Mouse
Liver	Adk	Mouse
Esophagus	2300002M23Rik	Mouse
Brain	Pcsk1n	Mouse
Brain	Atp6v0e2	Mouse
Kidney	Ttc36	Mouse
Liver	Ttc36	Mouse
Kidney	Dcxr	Mouse
Esophagus	Ppl	Mouse
Esophagus	Col10a1	Mouse
Kidney	Slc9a8	Mouse
Brain	Tspyl4	Mouse
Esophagus	Cdsn	Mouse
Kidney	Cyp7b1	Mouse
Liver	Cyp7b1	Mouse
Brain	Ncam1	Mouse
Brain	Rcan2	Mouse
Heart	Rcan2	Mouse
Liver	Baat	Mouse
Stomach	Kcne2	Mouse
Brain	Dock3	Mouse
Kidney	Kmo	Mouse
Liver	Kmo	Mouse
Brain	Gabbr2	Mouse
Heart	Coq10a	Mouse
Quadriceps	Coq10a	Mouse
Brain	Clstn1	Mouse
Liver	Mrap	Mouse
Liver	Etfbkmt	Mouse
Kidney	Ankrd13c	Mouse
Liver	Saa4	Mouse
Brain	Disp2	Mouse
Brain	Flywch1	Mouse
Colon	Rep15	Mouse
Stomach	Rep15	Mouse
Liver	Rdh7	Mouse
Esophagus	Wfdc5	Mouse
Kidney	Fmo2	Mouse
Esophagus	Fmo2	Mouse
Kidney	Fmo1	Mouse
Pancreas	Cuzd1	Mouse
Liver	Kyat3	Mouse
Brain	Pacsin1	Mouse
Esophagus	Ndufa4l2	Mouse
Quadriceps	Stac3	Mouse
Brain	Dtx3	Mouse
Liver	Blvrb	Mouse
Duodenum	Igsf23	Mouse
Jejunum	Igsf23	Mouse
Ileum	Abcg5	Mouse
Duodenum	Abcg5	Mouse
Jejunum	Abcg5	Mouse
Esophagus	Apoc1	Mouse
Liver	Apoc1	Mouse
Quadriceps	Ppp1r14c	Mouse
Heart	Ppp1r14c	Mouse
Esophagus	Cyp2s1	Mouse
Stomach	Cyp2s1	Mouse
Liver	Agmat	Mouse
Liver	Creg1	Mouse
Heart	Myh6	Mouse
Brain	Cmtm5	Mouse
Brain	Ttc3	Mouse
Brain	C1qtnf4	Mouse
Kidney	S100g	Mouse
Duodenum	S100g	Mouse
Jejunum	S100g	Mouse
Kidney	Tmem205	Mouse
Liver	Tmem205	Mouse
Brain	Atp1a3	Mouse
Liver	Asgr2	Mouse
Kidney	Slc22a2	Mouse
Heart	Sh3kbp1	Mouse
Brain	Map7d2	Mouse
Kidney	Slc7a13	Mouse
Kidney	Kcnj1	Mouse
Quadriceps	Atp1b2	Mouse
Brain	Atp1b2	Mouse
Heart	Myzap	Mouse
Quadriceps	Fmod	Mouse
Liver	Serpina12	Mouse
Brain	Mbp	Mouse
Heart	Nppa	Mouse
Kidney	Slc5a12	Mouse
Liver	Bbox1	Mouse
Pancreas	Iapp	Mouse
Kidney	Slco1a1	Mouse
Liver	Slco1a1	Mouse
Brain	Coro2b	Mouse
Brain	Enc1	Mouse
Esophagus	Phlda3	Mouse
Quadriceps	Phlda3	Mouse
Esophagus	Rptn	Mouse
Brain	Elmod1	Mouse
Esophagus	Lce3b	Mouse
Esophagus	Sln	Mouse
Brain	Svop	Mouse
Esophagus	Lce1c	Mouse
Kidney	Dao	Mouse
Kidney	Dmgdh	Mouse
Liver	Dmgdh	Mouse
Kidney	Bhmt2	Mouse
Liver	Bhmt2	Mouse
Esophagus	Lce1f	Mouse
Pancreas	Pnliprp1	Mouse
Brain	Bend6	Mouse
Liver	Cyp2c37	Mouse
Stomach	Slc26a9	Mouse
Liver	Hsd3b7	Mouse
Esophagus	S100a14	Mouse
Kidney	Slc5a10	Mouse
Brain	Dlgap3	Mouse
Esophagus	Mybph	Mouse
Quadriceps	Mybph	Mouse
Brain	Rgs8	Mouse
Quadriceps	Jph1	Mouse
Brain	Bex2	Mouse
Kidney	Hebp1	Mouse
Liver	Hebp1	Mouse
Pancreas	Muc1	Mouse
Stomach	Muc1	Mouse
Brain	Nrep	Mouse
Quadriceps	Nrep	Mouse
Brain	Gng2	Mouse
Esophagus	Lor	Mouse
Brain	Gprasp1	Mouse
Brain	Tmem130	Mouse
Stomach	Psapl1	Mouse
Esophagus	Psapl1	Mouse
Esophagus	Lce3d	Mouse
Liver	Fam25c	Mouse
Esophagus	Fam25c	Mouse
Quadriceps	Prr33	Mouse
Liver	Gls2	Mouse
Brain	Rell2	Mouse
Stomach	Krt13	Mouse
Esophagus	Krt13	Mouse
Esophagus	Il36g	Mouse
Brain	Bmerb1	Mouse
Duodenum	Bcl2l15	Mouse
Jejunum	Bcl2l15	Mouse
Ileum	Bcl2l15	Mouse
Kidney	Defb29	Mouse
Esophagus	Dsc1	Mouse
Brain	Snhg11	Mouse
Kidney	Pfn3	Mouse
Esophagus	Serpinb3a	Mouse
Brain	Kcnj10	Mouse
Esophagus	Klk14	Mouse
Kidney	Defb1	Mouse
Kidney	D630023F18Rik	Mouse
Quadriceps	Mylk4	Mouse
Brain	Prkce	Mouse
Pancreas	Aqp12	Mouse
Brain	Prrt2	Mouse
Liver	Insig1	Mouse
Esophagus	Lce3c	Mouse
Stomach	Sprr3	Mouse
Esophagus	Sprr3	Mouse
Esophagus	Krt14	Mouse
Brain	Penk	Mouse
Brain	Frrs1l	Mouse
Brain	Basp1	Mouse
Heart	Lrtm1	Mouse
Brain	B3gat1	Mouse
Duodenum	Pnlip	Mouse
Jejunum	Pnlip	Mouse
Pancreas	Pnlip	Mouse
Esophagus	Sbsn	Mouse
Kidney	Tmem174	Mouse
Brain	Hpcal4	Mouse
Esophagus	Krt32	Mouse
Brain	Olig1	Mouse
Brain	Bex3	Mouse
Brain	Camk2n1	Mouse
Esophagus	Lce1l	Mouse
Duodenum	Enpp7	Mouse
Jejunum	Enpp7	Mouse
Brain	Mapk10	Mouse
Liver	Bst2	Mouse
Liver	Gltpd2	Mouse
Liver	Gchfr	Mouse
Esophagus	Ddit4l	Mouse
Quadriceps	Ddit4l	Mouse
Stomach	Krt1	Mouse
Brain	Lrrc4b	Mouse
Brain	Gap43	Mouse
Esophagus	Sfn	Mouse
Quadriceps	Mettl21c	Mouse
Esophagus	Nccrp1	Mouse
Liver	Apof	Mouse
Liver	Ly6g2	Mouse
Heart	Fbxo40	Mouse
Quadriceps	Fbxo40	Mouse
Liver	Gjb1	Mouse
Liver	Angptl8	Mouse
Brain	Diras2	Mouse
Liver	Lonp2	Mouse
Esophagus	Klk9	Mouse
Brain	Nat8l	Mouse
Brain	Gng7	Mouse
Brain	Fam171b	Mouse
Esophagus	Sprr1b	Mouse
Duodenum	Sult6b2	Mouse
Jejunum	Sult6b2	Mouse
Brain	Ctxn1	Mouse
Liver	Slc25a47	Mouse
Brain	Cdk5r1	Mouse
Brain	Nrsn1	Mouse
Brain	Rapgef4	Mouse
Liver	Ugt3a2	Mouse
Kidney	Ugt3a2	Mouse
Heart	Kcnk3	Mouse
Liver	Rarres1	Mouse
Ileum	Pls1	Mouse
Duodenum	Pls1	Mouse
Jejunum	Pls1	Mouse
Brain	Lingo1	Mouse
Esophagus	Lce1h	Mouse
Esophagus	Vsig8	Mouse
Colon	Hoxb13	Mouse
Brain	Omg	Mouse
Ileum	Suox	Mouse
Brain	Ubqln2	Mouse
Quadriceps	Synpo2	Mouse
Stomach	Sprr1a	Mouse
Esophagus	Sprr1a	Mouse
Liver	Hamp	Mouse
Liver	Cyp8b1	Mouse
Esophagus	Krt78	Mouse
Brain	Scg2	Mouse
Brain	Pgbd5	Mouse
Brain	Camk2n2	Mouse
Brain	Ncald	Mouse
Quadriceps	Plpp7	Mouse
Esophagus	Tacstd2	Mouse
Stomach	Kcnj16	Mouse
Kidney	Kcnj16	Mouse
Liver	Apon	Mouse
Liver	Wfdc21	Mouse
Brain	Nlgn2	Mouse
Brain	Rtl8c	Mouse
Brain	Arf3	Mouse
Heart	Actn2	Mouse
Ileum	Mogat2	Mouse
Duodenum	Mogat2	Mouse
Jejunum	Mogat2	Mouse
Brain	Atp6v1a	Mouse
Kidney	Atp6v1a	Mouse
Liver	Cyp2j5	Mouse
Kidney	Cyp2j5	Mouse
Kidney	Slc22a30	Mouse
Liver	Slc22a30	Mouse
Brain	Serp2	Mouse
Brain	Map1b	Mouse
Brain	Prkcb	Mouse
Brain	Rnf157	Mouse
Liver	Cyp2f2	Mouse
Esophagus	Cyp2f2	Mouse
Brain	Ube2ql1	Mouse
Brain	Sv2b	Mouse
Brain	Brsk2	Mouse
Duodenum	Adh6a	Mouse
Jejunum	Adh6a	Mouse
Liver	Aldh1a1	Mouse
Brain	Nrgn	Mouse
Esophagus	Lgals7	Mouse
Liver	Aldh7a1	Mouse
Kidney	Aldh7a1	Mouse
Heart	Nebl	Mouse
Duodenum	Slc51b	Mouse
Jejunum	Slc51b	Mouse
Ileum	Slc51b	Mouse
Esophagus	Klk13	Mouse
Liver	Iigp1	Mouse
Duodenum	Try4	Mouse
Jejunum	Try4	Mouse
Pancreas	Try4	Mouse
Esophagus	Krt15	Mouse
Brain	Spock3	Mouse
Liver	Lifr	Mouse
Esophagus	Lce3a	Mouse
Duodenum	Fabp1	Mouse
Jejunum	Fabp1	Mouse
Liver	Fabp1	Mouse
Brain	Cadps	Mouse
Duodenum	Cpa1	Mouse
Jejunum	Cpa1	Mouse
Pancreas	Cpa1	Mouse
Brain	Vsnl1	Mouse
Kidney	Thnsl2	Mouse
Liver	Ugt2b5	Mouse
Brain	Phactr1	Mouse
Liver	Akr1c20	Mouse
Brain	Cadm4	Mouse
Liver	Cyp2c50	Mouse
Duodenum	Naaladl1	Mouse
Jejunum	Naaladl1	Mouse
Ileum	Naaladl1	Mouse
Brain	Cntn1	Mouse
Heart	Smyd1	Mouse
Quadriceps	Smyd1	Mouse
Duodenum	Anxa13	Mouse
Jejunum	Anxa13	Mouse
Brain	Ntrk2	Mouse
Kidney	Them7	Mouse
Brain	Nap1l5	Mouse
Esophagus	Spink5	Mouse
Brain	Unc80	Mouse
Liver	Ghr	Mouse
Kidney	Ghr	Mouse
Ileum	Gsdmc4	Mouse
Colon	Gsdmc4	Mouse
Esophagus	Myh8	Mouse
Esophagus	Cldn17	Mouse
Duodenum	Cyp3a11	Mouse
Jejunum	Cyp3a11	Mouse
Liver	Cyp3a11	Mouse
Esophagus	Lipm	Mouse
Brain	R3hdm1	Mouse
Brain	Spock1	Mouse
Brain	Synpr	Mouse
Quadriceps	Myh1	Mouse
Esophagus	Myh1	Mouse
Colon	Tgoln1	Mouse
Brain	Chn1	Mouse
Brain	Trnp1	Mouse
Esophagus	Capg	Mouse
Liver	Immp2l	Mouse
Esophagus	Ide	Mouse
Esophagus	Myh4	Mouse
Quadriceps	Myh4	Mouse
Liver	Cfhr1	Mouse
Liver	Ces1g	Mouse
Stomach	Fxyd3	Mouse
Liver	Nat8f1	Mouse
Kidney	Nat8f1	Mouse
Duodenum	Prss2	Mouse
Jejunum	Prss2	Mouse
Pancreas	Prss2	Mouse
Kidney	Aadat	Mouse
Brain	Aak1	Mouse
Kidney	Arhgap24	Mouse
Liver	Ces1c	Mouse
Kidney	Ugt2b37	Mouse
Esophagus	Lypd3	Mouse
Brain	Rit2	Mouse
Esophagus	Lce1a1	Mouse
Brain	Camk2b	Mouse
Kidney	Gsta2	Mouse
Liver	Serpina3k	Mouse
Brain	Tspan7	Mouse
Brain	Spock2	Mouse
Kidney	Kl	Mouse
Duodenum	Cela2a	Mouse
Jejunum	Cela2a	Mouse
Pancreas	Cela2a	Mouse
Brain	Anks1b	Mouse
Ileum	Defa39	Mouse
Duodenum	Defa39	Mouse
Jejunum	Defa39	Mouse
Ileum	Gda	Mouse
Duodenum	Gda	Mouse
Jejunum	Gda	Mouse
Brain	Kcnt1	Mouse
Brain	Thra	Mouse
Kidney	C1qtnf3	Mouse
Liver	Cfi	Mouse
Brain	Kcnc1	Mouse
Esophagus	Pth	Mouse
Brain	Ddn	Mouse
Esophagus	Defb4	Mouse
Brain	Nrsn2	Mouse
Kidney	Fxyd2	Mouse
Liver	Gckr	Mouse
Heart	Hadhb	Mouse
Liver	Plg	Mouse
Duodenum	Reg1	Mouse
Jejunum	Reg1	Mouse
Pancreas	Reg1	Mouse
Esophagus	Krt4	Mouse
Esophagus	Myl3	Mouse
Heart	Myl3	Mouse
Esophagus	Kprp	Mouse
Esophagus	Tmem40	Mouse
Liver	Mug1	Mouse
Esophagus	Serpinb12	Mouse
Brain	Ntm	Mouse
Kidney	Chpt1	Mouse
Duodenum	Defa26	Mouse
Jejunum	Defa26	Mouse
Ileum	Defa26	Mouse
Heart	Lrrc10	Mouse
Stomach	Cxcl17	Mouse
Duodenum	Defa17	Mouse
Jejunum	Defa17	Mouse
Ileum	Defa17	Mouse
Brain	Cend1	Mouse
Liver	Cyp2a12	Mouse
Kidney	Kng2	Mouse
Liver	Kng2	Mouse
Liver	Cyp2c70	Mouse
Duodenum	Ang4	Mouse
Jejunum	Ang4	Mouse
Ileum	Ang4	Mouse
Esophagus	Nkpd1	Mouse
Liver	Cd302	Mouse
Liver	Gstp1	Mouse
Kidney	Slc4a4	Mouse
Esophagus	Dmkn	Mouse
Brain	Lsamp	Mouse
Esophagus	Retnla	Mouse
Esophagus	Cyp4f39	Mouse
Esophagus	Krt5	Mouse
Brain	Dpp6	Mouse
Esophagus	Tnnt3	Mouse
Quadriceps	Tnnt3	Mouse
Kidney	Slc22a12	Mouse
Brain	Kalrn	Mouse
Esophagus	Myl1	Mouse
Quadriceps	Myl1	Mouse
Kidney	Ugt2b38	Mouse
Liver	Serpina10	Mouse
Duodenum	Defa38	Mouse
Jejunum	Defa38	Mouse
Ileum	Defa38	Mouse
Liver	Ces3b	Mouse
Kidney	Tnfaip8	Mouse
Brain	Trank1	Mouse
Esophagus	Cytl1	Mouse
Esophagus	Serpinb2	Mouse
Brain	Ap3b2	Mouse
Pancreas	Ctrc	Mouse
Liver	Acat3	Mouse
Brain	Tubb4a	Mouse
Stomach	Kcnj15	Mouse
Kidney	Kcnj15	Mouse
Liver	Cyp2c67	Mouse
Brain	Ncs1	Mouse
Esophagus	Sim2	Mouse
Stomach	Chia1	Mouse
Brain	Kcnc3	Mouse
Esophagus	Ces2f	Mouse
Esophagus	Calml3	Mouse
Ileum	Defa34	Mouse
Liver	Serpina11	Mouse
Brain	Luzp2	Mouse
Quadriceps	BC023105	Mouse
Duodenum	Ly6m	Mouse
Jejunum	Ly6m	Mouse
Ileum	Ly6m	Mouse
Kidney	Slc22a28	Mouse
Esophagus	Cnfn	Mouse
Liver	Glyat	Mouse
Kidney	Glyat	Mouse
Kidney	Hsd3b2	Mouse
Esophagus	S100a7a	Mouse
Kidney	Slc22a8	Mouse
Quadriceps	Dupd1	Mouse
Liver	Crem	Mouse
Esophagus	Klk8	Mouse
Esophagus	Scgb3a1	Mouse
Brain	Cadm2	Mouse
Stomach	Ghrl	Mouse
Duodenum	Defa24	Mouse
Jejunum	Defa24	Mouse
Ileum	Defa24	Mouse
Liver	Aox3	Mouse
Heart	Clasp1	Mouse
Heart	mt-Ti	Mouse
Heart	mt-Tq	Mouse
Heart	mt-Tm	Mouse
Colon	Insl5	Mouse
Kidney	Cyp2j11	Mouse
Liver	Mup21	Mouse
Liver	Mup3	Mouse
Liver	Serpina1a	Mouse
Brain	Insyn1	Mouse
Esophagus	Serpinb5	Mouse
Kidney	Slc22a7	Mouse
Liver	Cyp2c54	Mouse
Duodenum	Cyp2c66	Mouse
Jejunum	Cyp2c66	Mouse
Liver	H2-Q10	Mouse
Esophagus	Klk11	Mouse
Brain	Syngap1	Mouse
Heart	Ankrd23	Mouse
Quadriceps	Ankrd23	Mouse
Brain	Nnat	Mouse
Brain	Vxn	Mouse
Brain	Sptbn2	Mouse
Liver	Cyp2d40	Mouse
Liver	Cyp2d9	Mouse
Pancreas	Reg3d	Mouse
Ileum	Duox2	Mouse
Esophagus	Myoz1	Mouse
Quadriceps	Myoz1	Mouse
Liver	Gstm6	Mouse
Liver	Selenbp2	Mouse
Esophagus	Lce3f	Mouse
Esophagus	Lce1j	Mouse
Esophagus	Lce1i	Mouse
Esophagus	Lce1e	Mouse
Esophagus	Lce1a2	Mouse
Brain	Syt11	Mouse
Esophagus	Dsg1a	Mouse
Duodenum	Lyz1	Mouse
Jejunum	Lyz1	Mouse
Ileum	Lyz1	Mouse
Liver	Wfdc17	Mouse
Liver	Fbp1	Mouse
Kidney	Fbp1	Mouse
Brain	Cacng7	Mouse
Esophagus	Tlcd3a	Mouse
Liver	Ces3a	Mouse
Brain	Scn2b	Mouse
Quadriceps	Ampd1	Mouse
Brain	Slc17a7	Mouse
Liver	Cfhr4	Mouse
Esophagus	Vsig10l	Mouse
Liver	Etnk2	Mouse
Kidney	Ren1	Mouse
Liver	Ugt2b36	Mouse
Brain	Pnmal2	Mouse
Brain	Gad1	Mouse
Kidney	Serpina1d	Mouse
Liver	Serpina1d	Mouse
Liver	Serpina1b	Mouse
Liver	Gm10319	Mouse
Pancreas	Prss3	Mouse
Pancreas	Try10	Mouse
Pancreas	Cpa2	Mouse
Liver	Gm4952	Mouse
Brain	Gng3	Mouse
Esophagus	Gm94	Mouse
Liver	Ang	Mouse
Brain	Tuba1a	Mouse
Liver	Ugt3a1	Mouse
Kidney	Ugt3a1	Mouse
Liver	Serpina1e	Mouse
Kidney	Sod3	Mouse
Brain	Gprasp2	Mouse
Colon	Gm15401	Mouse
Quadriceps	Lrrc30	Mouse
Duodenum	Mucl3	Mouse
Jejunum	Mucl3	Mouse
Stomach	Mucl3	Mouse
Liver	C4b	Mouse
Liver	Gm4951	Mouse
Stomach	Gm12888	Mouse
Liver	Mup14	Mouse
Liver	Mup11	Mouse
Liver	Mup7	Mouse
Liver	Ttpa	Mouse
Esophagus	Ces1h	Mouse
Duodenum	Gsta1	Mouse
Jejunum	Gsta1	Mouse
Stomach	Gsta1	Mouse
Duodenum	Clca4b	Mouse
Jejunum	Clca4b	Mouse
Ileum	Clca4b	Mouse
Stomach	Krtdap	Mouse
Esophagus	Krtdap	Mouse
Liver	Cib3	Mouse
Kidney	Cyp2a4	Mouse
Liver	Apoc4	Mouse
Duodenum	Gm10680	Mouse
Jejunum	Gm10680	Mouse
Esophagus	Lce3e	Mouse
Duodenum	Defa29	Mouse
Jejunum	Defa29	Mouse
Ileum	Defa29	Mouse
Duodenum	Defa22	Mouse
Jejunum	Defa22	Mouse
Ileum	Defa22	Mouse
Duodenum	Defa30	Mouse
Jejunum	Defa30	Mouse
Ileum	Defa30	Mouse
Duodenum	Defa21	Mouse
Jejunum	Defa21	Mouse
Ileum	Defa21	Mouse
Esophagus	Bglap3	Mouse
Liver	Clec4g	Mouse
Kidney	Rdh16f2	Mouse
Liver	Rdh16f2	Mouse
Brain	Kif5a	Mouse
Liver	Bhmt	Mouse
Liver	Cyp2c68	Mouse
Colon	B3galt5	Mouse
Kidney	Gm10804	Mouse
Esophagus	Fads2b	Mouse
Liver	Ccdc58	Mouse
Esophagus	Aldh3b2	Mouse
Esophagus	Klhl41	Mouse
Quadriceps	Klhl41	Mouse
Brain	Mog	Mouse
Liver	Ass1	Mouse
Kidney	Ass1	Mouse
Duodenum	Igkv2-137	Mouse
Jejunum	Igkv2-137	Mouse
Ileum	Igkv2-137	Mouse
Ileum	Igkv12-89	Mouse
Duodenum	Igkv12-89	Mouse
Jejunum	Igkv12-89	Mouse
Ileum	Igkv12-46	Mouse
Duodenum	Igkv12-46	Mouse
Jejunum	Igkv12-46	Mouse
Ileum	Ighv1-18	Mouse
Duodenum	Ighv1-18	Mouse
Jejunum	Ighv1-18	Mouse
Esophagus	Capns2	Mouse
Kidney	Smim1	Mouse
Esophagus	Plekhn1	Mouse
Liver	G6pc	Mouse
Kidney	G6pc	Mouse
Liver	Mup20	Mouse
Liver	Mup16	Mouse
Liver	Mup10	Mouse
Liver	Mup1	Mouse
Quadriceps	Cacng6	Mouse
Brain	Prkcg	Mouse
Liver	Serpina3m	Mouse
Liver	Serpina1c	Mouse
Brain	Prnp	Mouse
Liver	Cyp4v3	Mouse
Duodenum	Cyp4v3	Mouse
Jejunum	Cyp4v3	Mouse
Duodenum	Mptx2	Mouse
Jejunum	Mptx2	Mouse
Ileum	Mptx2	Mouse
Kidney	Slco1a6	Mouse
Quadriceps	Tmem233	Mouse
Liver	Rab9	Mouse
Quadriceps	Tceal7	Mouse
Ileum	Alpi	Mouse
Duodenum	Alpi	Mouse
Jejunum	Alpi	Mouse
Colon	B3gnt7	Mouse
Liver	Gm13775	Mouse
Brain	Nap1l2	Mouse
Pancreas	Amy2b	Mouse
Pancreas	Sycn	Mouse
Liver	Gm11789	Mouse
Quadriceps	Myhas	Mouse
Brain	Chn1os1	Mouse
Quadriceps	Gm12224	Mouse
Liver	Gm2788	Mouse
Pancreas	Gm15564	Mouse
Colon	Hoxa11os	Mouse
Heart	Gm15543	Mouse
Quadriceps	2310065F04Rik	Mouse
Quadriceps	Gm12319	Mouse
Liver	Hectd2os	Mouse
Kidney	Agxt2	Mouse
Liver	Agxt2	Mouse
Brain	Cbx6	Mouse
Brain	Cdk5r2	Mouse
Liver	Ugt1a9	Mouse
Brain	Pcp4	Mouse
Kidney	Car15	Mouse
Colon	Eif4ebp3	Mouse
Brain	Eid1	Mouse
Heart	Tnnc1	Mouse
Liver	Serpina4-ps1	Mouse
Heart	C130080G10Rik	Mouse
Liver	Gm20319	Mouse
Esophagus	Ly6g6c	Mouse
Ileum	Ighv9-4	Mouse
Duodenum	Ighv9-4	Mouse
Jejunum	Ighv9-4	Mouse
Ileum	Igkv1-117	Mouse
Duodenum	Igkv1-117	Mouse
Jejunum	Igkv1-117	Mouse
Colon	Cyp2d34	Mouse
Ileum	Ighv1-22	Mouse
Duodenum	Ighv1-22	Mouse
Jejunum	Ighv1-22	Mouse
Ileum	Ighv1-9	Mouse
Duodenum	Ighv1-9	Mouse
Jejunum	Ighv1-9	Mouse
Ileum	Igkv6-15	Mouse
Duodenum	Igkv6-15	Mouse
Jejunum	Igkv6-15	Mouse
Liver	Cyp2d10	Mouse
Ileum	Igkv9-120	Mouse
Duodenum	Igkv9-120	Mouse
Jejunum	Igkv9-120	Mouse
Ileum	Ighv1-39	Mouse
Duodenum	Ighv1-39	Mouse
Jejunum	Ighv1-39	Mouse
Ileum	Defa-ps6	Mouse
Ileum	Igkv6-23	Mouse
Duodenum	Igkv6-23	Mouse
Jejunum	Igkv6-23	Mouse
Esophagus	Lce1k	Mouse
Colon	2610528A11Rik	Mouse
Liver	Vkorc1	Mouse
Ileum	Ighv1-19	Mouse
Duodenum	Ighv1-19	Mouse
Jejunum	Ighv1-19	Mouse
Liver	Mup17	Mouse
Ileum	Psmb9	Mouse
Duodenum	Psmb9	Mouse
Jejunum	Psmb9	Mouse
Brain	Gm3764	Mouse
Brain	Rian	Mouse
Brain	Mir124a-1hg	Mouse
Heart	Mhrt	Mouse
Esophagus	2310043M15Rik	Mouse
Esophagus	Pla2g4b	Mouse
Liver	0610031O16Rik	Mouse
Liver	1810008I18Rik	Mouse
Heart	Hand2os1	Mouse
Pancreas	1810018F18Rik	Mouse
Quadriceps	2310040G24Rik	Mouse
Brain	Snrpn	Mouse
Brain	Snurf	Mouse
Esophagus	Lce1d	Mouse
Liver	5033403H07Rik	Mouse
Brain	Peg13	Mouse
Kidney	Gm39079	Mouse
Kidney	Gm44588	Mouse
Stomach	Smim38	Mouse
Kidney	AI314278	Mouse
Liver	Gm44805	Mouse
Quadriceps	Gm42417	Mouse
